Company_Name,HeadQuarter,Sector,Amount($),Stage,Year,Investor
Freyr Energy,"Hyderabad, Andhra Pradesh, India","Energy, Environmental Consulting, Renewable Energy, Solar",1500000.0,Series A,2018,
NIRAMAI Health Analytix,"Bangalore, Karnataka, India","Health Care, Hospital",6000000.0,Seed,2018,
CloudSek,"Bengaluru, Karnataka, India","Information Technology, SaaS, Security",1960000.0,Seed,2018,
Lendbox,"Delhi, Delhi, India","Crowdfunding, Financial Services, Internet",840000.0,Seed,2018,
Verloop,"Bangalore, Karnataka, India","Customer Service, Information Technology, Internet, Sales Automation",3000000.0,Series A,2018,
Paymatrix,"Hyderabad, Andhra Pradesh, India","Credit Cards, Payments, Property Insurance, Property Management, Rental Property",100000.0,Seed,2018,
Idha Skin Clinic,"Bangalore City, Karnataka, India","Beauty, Cosmetics, Health Care, Service Industry",70000.0,Seed,2018,
InCred,"Mumbai, Maharashtra, India","Banking, Finance, Financial Services",41900000.0,Equity,2018,
Vedantu,"Bangalore, Karnataka, India","EdTech, Education, Mobile, Tutoring",11000000.0,Series B,2018,
Stelis Biopharma,"Bangalore, Karnataka, India",Biopharma,100000000.0,Series B,2018,
Magicpin,"Gurgaon, Haryana, India","E-Commerce, E-Commerce Platforms, Retail",19740000.0,Series C,2018,
Mech Mocha,"Bangalore, Karnataka, India","Digital Entertainment, Mobile, PC Games",3530000.0,Series B,2018,
Aye Finance,"Gurgaon, Haryana, India","Finance, Financial Services, Small and Medium Businesses",1008000.0,Debt Financing,2018,
Aldopay,"Chennai, Tamil Nadu, India",Mobile Payments,200000.0,Seed,2018,
Detect Technologies,"Chennai, Tamil Nadu, India","Artificial Intelligence, Energy, Oil and Gas",3300000.0,Series A,2018,
Signzy,"Bangalore, Karnataka, India","Computer, FinTech, Risk Management, Software",3360000.0,Series A,2018,
CashRich,"Mumbai, Maharashtra, India","Apps, Financial Services, FinTech",1000000.0,Seed,2018,
CropIn Technologies,"Bengaluru, Karnataka, India","Agriculture, Mobile",8120000.0,Series B,2018,
Yaantra,"Delhi, Delhi, India","Information Services, Information Technology, Mobile, Software",2000000.0,Debt Financing,2018,
TECHBOOZE,"New Delhi, Delhi, India",Education,100000.0,Seed,2018,
HealthifyMe,"Bangalore, Karnataka, India","Apps, Fitness, Health Care, mHealth",6000000.0,Series B,2018,
hoi foods,"Gurgaon, Haryana, India","Food and Beverage, Food Delivery",504000.0,Seed,2018,
Perpule,"Bangalore, Karnataka, India","Apps, Payments, Retail",4760000.0,Series A,2018,
Royal Sundaram General Insurance Co. Limited,"Kalpakkam, Tamil Nadu, India","Health Insurance, Insurance, Life Insurance",210000000.0,,2018,
CleanseCar,"Bangalore, Karnataka, India",Automotive,490000.0,Angel,2018,
DRIVEU,"Bengaluru, Karnataka, India","Rental, Taxi Service, Travel",980000.0,,2018,
Spinny,"Gurgaon, Haryana, India","E-Commerce, E-Commerce Platforms, Internet, Retail",11000000.0,Series A,2018,
Med365 Healthcare,"Jaipur, Rajasthan, India",Health Diagnostics,700000.0,Seed,2018,
Dunzo,"Bangalore, Karnataka, India","Customer Service, Messaging, Mobile Apps, Personalization",980000.0,Debt Financing,2018,
Mobile Premier League (MPL),"Bengaluru, Karnataka, India","Gaming, iOS, Sports",5000000.0,Series A,2018,
WalMart India,"Gurgaon, Haryana, India",Retail,37680000.0,,2018,
Meesho,"Bangalore, Karnataka, India","E-Commerce, E-Commerce Platforms, Internet, Mobile Apps, Social Media",50000000.0,Series C,2018,
BhaskarGuru,"Bhopal, Madhya Pradesh, India",Search Engine,1000000.0,Seed,2018,
Gugu,"Coimbatore, Tamil Nadu, India","Battery, Electric Vehicle, Energy, Renewable Energy, Transportation",250000.0,Seed,2018,
Vizzbee,"Bhopal, Madhya Pradesh, India","Artificial Intelligence, Drones, Navigation, Packaging Services, Robotics",20000.0,Seed,2018,
BIGPHI TECHNOLOGIES PVT. LTD.,"Bangalore, Karnataka, India",Fashion,900000.0,Angel,2018,
Traveo Soft Pvt. Ltd.,"Bangalore, Karnataka, India","Mobile, Software, Travel",16800.0,,2018,
Lucideus,"New Delhi, Delhi, India","Consulting, Cyber Security, Network Security",5000000.0,,2018,
GamingMonk,"New Delhi, Delhi, India","eSports, Gaming, Video Games",560000.0,Series A,2018,
Sukkhi Jewellery,"Mumbai, Maharashtra, India","Fashion, Jewelry",7140000.0,,2018,
INDwealth,"Gurgaon, Haryana, India",Financial Services,30800000.0,Seed,2018,
Medikabazaar,"Mumbai, Maharashtra, India","B2B, Medical Device",5000000.0,Series A,2018,
NIRA,"Bangalore, Karnataka, India","Credit, Financial Services, FinTech, Lending",1000000.0,Seed,2018,
Duroflex Pvt. Ltd.,"Alleppey, Kerala, India","Consumer Goods, Manufacturing",308000.0,Equity,2018,
Jetbrain Robotics,"Gurgaon, Haryana, India","Health Care, Hospital, Medical, Robotics",70000.0,Seed,2018,
Healthkart,"Gurgaon, Haryana, India","E-Commerce, Fitness, Health Care",140000.0,,2018,
Indiabulls Ventures,"Mumbai, Maharashtra, India","Financial Services, Venture Capital",215488000.0,Equity,2018,
Vistara,"Haryana, Haryana, India",Aerospace,280000000.0,Equity,2018,
ClearTax,"New Delhi, Delhi, India","Accounting, Apps, FinTech",56000000.0,Series B,2018,
Shuttl,"Gurgaon, Haryana, India","Apps, Mobile, Transportation",1000000.0,Debt Financing,2018,
GuruQ,"New Delhi, Delhi, India",Reading Apps,350000.0,Seed,2018,
Azure Power,"New Delhi, Delhi, India","Energy, Renewable Energy, Solar",2590000.0,Equity,2018,
Cube,"Mumbai, Maharashtra, India","Banking, Financial Services, FinTech",1960000.0,Series A,2018,
LetsMD,"New Delhi, Delhi, India","Fitness, Health Care, Wellness",1000000.0,Seed,2018,
Twenty Two Motors,"Haryana, Haryana, India","Automotive, Battery, Electric Vehicle, Manufacturing, Mechanical Design",910000.0,,2018,
Truebil,"Mumbai, Maharashtra, India","Automotive, E-Commerce, Marketplace",2000000.0,Series A,2018,
Worxogo,"Bangalore, Karnataka, India",Information Technology,2310000.0,Series A,2018,
Vivish Technologies (myGate),"Bengaluru, Karnataka, India","Apps, Information Services, Information Technology",9100000.0,Series A,2018,
Virtual MetalStreet(MetalStreet),"Bengaluru, Karnataka, India","B2B, Marketplace",700000.0,Angel,2018,
Veritas Finance,"Guindy, Tamil Nadu, India",Financial Services,420000.0,,2018,
GoZefo,"Bangalore, Karnataka, India","Computer, Furniture, Software",2940000.0,,2018,
Zomato,"Gurgaon, Haryana, India","Food Delivery, Hospitality, Reservations, Restaurants, Search Engine",2940000.0,Equity,2018,
Innov8 Coworking,"New Delhi, Delhi, India","Collaboration, Communities, Coworking, Real Estate",4000000.0,Seed,2018,
Lavelle Networks,"Bengaluru, Karnataka, India","Cloud Computing, Enterprise Software, Network Hardware, Network Security, SaaS",280000.0,,2018,
Blackbuck,"Bengaluru, Karnataka, India","Information Services, Internet, Logistics, Supply Chain Management, Transportation",28414400.0,Series D,2018,
Cardekho,"Gurgaon, Haryana, India","Automotive, E-Commerce, Information Services",1050000.0,Series C,2018,
ElasticRun,"Pune, Maharashtra, India","Delivery, Logistics, Transportation",8400000.0,Series B,2018,
Droom Technology Private Limited,"Gurgaon, Haryana, India","Automotive, E-Commerce Platforms, Marketplace",420000.0,Series E,2018,
Vogo Rentals,"Kormangala, Karnataka, India","Last Mile Transportation, Railroad, Transportation, Travel",1120000.0,Debt Financing,2018,
InnerChef,"Gurgaon, Haryana, India","Cooking, E-Commerce, Food and Beverage, Food Delivery, Online Portals",1760000.0,,2018,
LivQuik,"Mumbai, Maharashtra, India","FinTech, Mobile, Mobile Payments, Payments, Retail Technology",2700000.0,,2018,
Disprz,"Chennai, Tamil Nadu, India","E-Learning, Education",400000.0,Debt Financing,2018,
9stacks,"Delhi, Delhi, India","Online Games, Software",3920000.0,Series A,2018,
Origo,"Gurgaon, Haryana, India",—,11200000.0,,2018,
YourOwnROOM,"Bangalore, Karnataka, India","Online Portals, Property Management, Rental",750000.0,Seed,2018,
Vahdam Teas,"New Delhi, Delhi, India","E-Commerce, Food and Beverage, Tea",2500000.0,Series B,2018,
PharmEasy,"Mumbai, Maharashtra, India","Health Care, Pharmaceutical, Wellness",1120000.0,Series C,2018,
Licious,"Bengaluru, Karnataka, India","Delivery Service, Food and Beverage, Food Delivery",350000.0,Series C,2018,
Stanza Living,"New Delhi, Delhi, India","Hospitality, Information Technology, Travel Accommodations",10220000.0,,2018,
Bounce (Metro Bikes),"Bangalore, Karnataka, India","Autonomous Vehicles, Last Mile Transportation, Recreational Vehicles, Rental",3000000.0,Debt Financing,2018,
Goals101,"Delhi, Delhi, India",Financial Services,3500000.0,Seed,2018,
Satya MicroCapital,"New Delhi, Delhi, India","Finance, Financial Exchanges, Financial Services, Micro Lending",5600000.0,,2018,
Ummeed Housing Finance Private Limited,"Haryana, Haryana, India","Finance, Financial Services",8400000.0,Series C,2018,
StockEdge,"Kolkata, West Bengal, India","Analytics, Apps, Market Research",1100000.0,Seed,2018,
Sequretek,"Mumbai, Maharashtra, India",—,3700000.0,,2018,
Avenues Payments India Pvt. Ltd.,"Mumbai, Maharashtra, India",—,1300000.0,,2018,
Qbera,"Bangalore, Karnataka, India","Finance, Financial Services",1960000.0,,2018,
Urban Ladder,"Bangalore, Karnataka, India","E-Commerce, E-Commerce Platforms, Furniture, Home Decor, Internet",5600000.0,Debt Financing,2018,
Planet11 eCommerce Solutions India (Avenue11),"Bengaluru, Karnataka, India",—,3640000.0,,2018,
Iba Halal Care,"Ahmedabad, Gujarat, India",—,2100000.0,Series A,2018,
Parkwheels,"Haryana, Haryana, India","Industrial, Industrial Automation",168000.0,Seed,2018,
ShareChat,"Bangalore, Karnataka, India","Internet, Mobile Apps, Social Network",1389220.0,Series C,2018,
Cyclops Medtech,"Bangalore, Karnataka, India","Health Care, Health Diagnostics, Internet of Things, Life Science, Machine Learning, Medical, Medical Device",1000000.0,Seed,2018,
Livspace,"Bangalore, Karnataka, India","E-Commerce, Furniture, Interior Design",980000.0,Series C,2018,
NewsBytes,"Gurgaon, Haryana, India","Apps, Events, News",1000000.0,Seed,2018,
Leena AI,"Gurgaon, Haryana, India","Artificial Intelligence, Human Resources, Information Services, Information Technology",2000000.0,Seed,2018,
GoBolt,"New Delhi, Delhi, India","Logistics, Railroad, Transportation",5600000.0,,2018,
GoGaga,"Bangalore City, Karnataka, India","Dating, Private Social Networking",40000.0,,2018,
Mate Labs,"Bangalore, Karnataka, India","Artificial Intelligence, Machine Learning, PaaS",550000.0,Seed,2018,
Ola,"Kormangala, Karnataka, India","Apps, E-Commerce, Internet, Mobile, Ride Sharing, Transportation",700000.0,,2018,
DocPrime,"Haryana, Haryana, India","Health Care, Health Insurance",700000.0,,2018,
CLP India Pvt. Ltd.,"Mumbai, Maharashtra, India","Energy, Natural Resources",5110000.0,Equity,2018,
Myra,"Bangalore, Karnataka, India","Apps, Health Care, Pharmaceutical",122500.0,,2018,
Vokal,"Bengaluru, Karnataka, India","Internet, Knowledge Management",1500000.0,Series A,2018,
Kissht,"Mumbai, Maharashtra, India","Credit, Finance, FinTech, Lending, Sales Automation",420000.0,Series C,2018,
Upwards Fintech,"Mumbai, Maharashtra, India","Banking, Financial Services, Internet",5000000.0,Series A,2018,
Bon(Bonfleet Solutions),"Pune, Maharashtra, India","Financial Services, FinTech",1092000.0,Seed,2018,
Mamaearth,"Gurgaon, Haryana, India","E-Commerce, Health Care, Retail",4000000.0,Series A,2018,
Belstar Investment and Finance Private Limited,"Chennai, Tamil Nadu, India","Financial Services, Micro Lending",392000.0,,2018,
Naaptol,"Mumbai, Maharashtra, India","E-Commerce, Retail, Shopping",210000.0,,2018,
Verzeo,"Bangalore, Karnataka, India",E-Learning,5000000.0,Series A,2018,
Haazri,"Mumbai, Maharashtra, India","Food and Beverage, Snack Food, Tea",175000.0,Seed,2018,
Flyrobe,"Mumbai, Maharashtra, India","Fashion, Lifestyle, Rental",3696000.0,Series B,2018,
Dream11,"Mumbai, Maharashtra, India","Fantasy Sports, Mobile, Sports",1400000.0,Series D,2018,
Nykaa,"Mumbai, Maharashtra, India","Beauty, Fashion, Wellness",15820000.0,Equity,2018,
Chaayos,"New Delhi, Delhi, India","Food and Beverage, Restaurants, Tea",11340000.0,Series B,2018,
LT Foods,"New Delhi, Delhi, India","Food and Beverage, Food Processing, Manufacturing",19600000.0,Equity,2018,
Multibashi,"Bengaluru, Karnataka, India","E-Learning, Internet",140000.0,Seed,2018,
Dailyhunt,"Bangalore, Karnataka, India","Information Technology, Mobile, News, Operating Systems, Social Media, Social News",6000000.0,Series E,2018,
SlicePay,"Bengaluru, Karnataka, India","FinTech, Internet, Payments, Service Industry",208600.0,Series A,2018,
Udaan,"Bangalore, Karnataka, India","B2B, Business Development, Internet, Marketplace",3150000.0,Series C,2018,
Mombay,"Mumbai, Maharashtra, India","Food and Beverage, Food Delivery, Internet",7500.0,Seed,2018,
Droni Tech,"Mumbai, Maharashtra, India",Information Technology,490000.0,Seed,2018,
Netmeds,"Chennai, Tamil Nadu, India","Biotechnology, Health Care, Pharmaceutical",490000.0,Series C,2018,
Bombay Shaving,,Ecommerce,6300000.0,,2019,Sixth Sense Ventures
Ruangguru,Mumbai,Edtech,150000000.0,Series C,2019,General Atlantic
Eduisfun,Mumbai,Edtech,28000000.0,Seed,2019,"Deepak Parekh, Amitabh Bachchan, Piyush Pandey"
HomeLane,Chennai,Interior design,30000000.0,Series D,2019,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs"
Nu Genes,Telangana,AgriTech,6000000.0,,2019,Innovation in Food and Agriculture (IFA)
Kratikal,Noida,Technology,1000000.0,Series A,2019,"Gilda VC, Art Venture, Rajeev Chitrabhanu."
Quantiphi,,AI & Tech,20000000.0,Series A,2019,Multiples Alternate Asset Management
Lenskart,Delhi,E-commerce,275000000.0,Series G,2019,SoftBank
Appnomic,Bangalore,SaaS,22000000.0,,2019,Avataar Ventures
Kaleidofin,Chennai,Fintech,5000000.0,Series A,2019,Oikocredit
JobSquare,Ahmedabad,HR tech,140500.0,,2019,Titan Capital
LivFin,Delhi,Fintech,5000000.0,,2019,German development finance institution DEG
Byju's,,Edtech,540000000.0,,2019,"South Africa’s Naspers Ventures, the CPP Investment Board"
Zest Money,Bangalore,Fintech,15000000.0,Series B,2019,Goldman Sachs.
Witblox,,Edtech,182700.0,,2019,Mumbai Angels Network
SalaryFits,,Fintech,5000000.0,,2019,Brazilian VC Fund Confrapar
Pristyn Care,,Healthcare,12000000.0,Series B,2019,"Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList."
Springboard,,Edtech,11000000.0,Series A,2019,Reach Capital
Medlife,Bangalore,Pharmaceutical,15500000.0,,2019,Wilson Global Opportunities Fund
Seekify,Delhi,SaaS,1500000.0,Seed,2019,Sequoia Capita
Toffee Insurance,Haryana,Insurance technology,5500000.0,Series A,2019,IVM Intersurer
Fireflies .ai,,AI,5000000.0,,2019,Canaan Partners
HungerBox,Bangalore,Foodtech,12000000.0,Series C,2019,"Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux."
Bijak,,AgriTech,2500000.0,Seed,2019,"Omnivore and Omidyar Network India, Sequoia Capital"
Licious,Bangalore,Food,30000000.0,Series E,2019,Vertex Growth Fund
truMe,,IoT,140000.0,,2019,Rajan Kaistha
Asteria Aerospace,Bangalore,Robotics & AI,230000000.0,,2019,Reliance Industries
Rivigo,,Logistics,20000000.0,Series F,2019,"SAIF Partners India VI Ltd, Spring Canter Investment Ltd"
HappyEasyGo,Gurugram,Travel,49400000.0,Series B,2019,"Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners"
Zetwerk,Bangalore,Manufacturing,32000000.0,Series B,2019,"Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital"
Observe.AI,Bangalore,AI,26000000.0,Series A,2019,Scale Venture Partners
Freshokartz,Jaipur,E-marketplace,150000.0,Series A,2019,ThinkLab
Lil’ Goodness and sCool meal,Bangalore,Food & Nutrition,400000.0,,2019,"Sajan Pillai, Muthu Krishnan,"
Trell,Bangalore,Social Media,2000000.0,Series A,2019,"Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah"
VMate,,,100000000.0,,2019,Alibaba
Bombay Shirt Company,Mumbai,E-commerce,8000000.0,,2019,Lightbox Ventures
Slintel,,SaaS,1500000.0,,2019,Stellaris Ventures
MyGameMate,Bangalore,E-Sports,100000.0,,2019,"Jindagi Live Angels,"
Rein Games,Noida,Technology,50000000.0,Series A,2019,"Manipal Education and Medical Group (MEMG) family office, Titan Capital"
Ecozen,Pune,AgriTech,6000000.0,Series A,2019,Innovation in Food & Agriculture Fund (IFA Fund)
Box8,Mumbai,Foodtech,120000000.0,,2019,Trifecta Capital
Awign Enterprises,Bangalore,,4000000.0,Series A,2019,"Work10M, Michael and Susan Dell Foundation, Eagle10, Unitus Ventures."
Purplle,Mumbai,Cosmetics,30000000.0,Series C,2019,Goldman Sachs
Freightwalla,Mumbai,B2B,4000000.0,Series A,2019,"Amplo, FJ Labs, Rogue One Capital"
TapChief,Bangalore,,1500000.0,Series A,2019,Blume Ventures.
eJOHRI,Mumbai,Jewellery,1000000.0,Series A,2019,Rajesh Ranavat
KredX,Bangalore,,26000000.0,Series B,2019,Tiger Global Management
m.Paani,Mumbai,,5500000.0,Series A,2019,"AC Ventures, Henkel"
Origo,Gurugram,AgriTech,6800000.0,,2019,"Oikocredit, Caspian SME Impact Fund IV,  Triodos Investment Management"
WishADish,Delhi,Food & tech,6000000.0,,2019,Undisclosed
Ecom Express,Gurugram,Logistics,36000000.0,,2019,CDC Group
Stanza Living,Delhi,Accomodation,5700000.0,,2019,Alteria Capital
PiBeam,Chennai,Automotive tech,50000000.0,,2019,GAIL (India) Ltd
Euler Motors,Delhi,Automotive tech,2000000.0,,2019,"Blume Ventures, Emergent Ventures"
Moms Co,New Delhi,E-commerce,5000000.0,Series B,2019,"Saama Capital, DSG Consumer Partners"
Lawyered,Delhi,Legal tech,100000.0,,2019,"Pramendra Tomar, Ratish Pandey, Munish Bhatia, Sumit Aggarwal"
Cuemath,Bangalore,Edtech,5500000.0,,2019,"Manta Ray Ventures Limited, Google’s Capital G, Sequoia India."
Licious,Bangalore,Food,25000000.0,Series D,2019,Vertex Ventures
Nivesh.com,Noida,Mutual Funds,600000.0,,2019,Windrose Capital
Zebu,,Cybersecurity,4000000.0,Seed,2019,Undisclosed
Smart Institute,Surat,Edtech,1500000.0,,2019,HNI investors
CarDekho,Jaipur,Automobile,70000000.0,Series D,2019,"Ping An Global Voyager Fund, Hillhouse Capital, Sequoia Capital"
Shadowfax,Bangalore,Logistics,60000000.0,Series D,2019,"Flipkart, Eight Roads Ventures, NGP Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bank-backed IFC"
Credr,Mumbai,Automobile,6000000.0,,2019,"Omidyar Network, Eight Roads Ventures, GrowthStory, AngelList"
Phable,,Healthtech,220000.0,,2019,"LetsVenture, 91 Springboard, IKP Knowledge, Angel investors, AbInbev-Serge DeVos, Wouter Peeters."
Sarva,Chennai,Yoga & wellness,2800000.0,,2019,"Venture fund, Fireside Ventures."
IndyFint,Bangalore,Virtual Banking,2100000.0,Series A,2019,Saravanan Adiseshan
Zolostays,,Accomodation,7000000.0,,2019,Trifecta Capital
Ola,Bangalore,Transportation,311000000.0,,2019,"Kia Motors, Hyundai"
Zoomcar,Bangalore,Transport & Rentals,4800000.0,,2019,Zoomcar Inc
Kratikal,Uttar pradesh,Technology,1000000.0,Series A,2019,"Gilda VC, Art Venture, Rajeev Chitrabhanu"
Froogal,Hyderabad,Marketing & Customer loyalty,1000000.0,Series A,2019,US-based angel investors
Infra.Market,Mumbai,Infratech,20000000.0,Series A,2019,"Tiger Global, Nexus Venture Partners, Accel Partners, Dhruv Agarwala"
Oyo,Gurugram,Hospitality,693000000.0,,2019,"MyPreferred Transformation, Avendus Finance, SoftBank"
GoMechanic,Delhi,Automobile & Technology,5000000.0,Series B,2019,Sequoia Capital
Spinny,Delhi,Automobile,50000000.0,,2019,"Norwest Venture Partners, General Catalyst, Fundamentum, Accel Partners"
Ess Kay Fincorp,Rajasthan,Banking,33000000.0,,2019,"TPG, Norwest Venture Partners, Evolvence India"
Aqgromalin,Chennai,AgriTech,200000.0,,2020,Angel investors
Krayonnz,Bangalore,EdTech,100000.0,Seed,2020,GSF Accelerator
NCOME,New Delhi,Escrow,400000.0,,2020,"Venture Catalysts, PointOne Capital"
